ECC6 ECP Production                                                    Foreign Currency Valuation                                                    Time 08:47:35     Date  02.08.2017
Brisbane                                                                                                                                     FAGL_FC_VALUATION/JGRABKA Page           1
Key Date 31.07.17
Valuation in Company code currency (10)
Method Z001 Rio Tinto Foreign Currency Revaluation
Ledger Group 0L


		Ld	CoCd	AccTy	G/L	Account Nu	DocumentNo	Itm	    Amount in FC	Crcy	  Amount CC.Curr	CC.Curr	Exch. Rat	S	 Exch.rate	Typ	  Old Difference	  New Difference	   Amount Posted
			8800	S	195500		1200011702	  2	     133,091.80	CHF	     124,271.84	EUR	  0.87840		 0.93373	ZU	           0.00	-7,363.90	-7,363.90
			8800	S	195500		1200011864	  2	           0.01	CHF	           0.01	EUR	  0.87840		 1.00000	ZU	           0.00	           0.00	           0.00
			8800	S	195500		1200011865	  2	          30.05	CHF	          28.06	EUR	  0.87840		 0.93378	ZU	           0.00	-1.66	-1.66
			8800	S	195500		1200011877	  2	       5,506.25	CHF	       5,128.01	EUR	  0.87840		 0.93131	ZU	           0.00	-291.32	-291.32
			8800	S	195500		1200011901	  1	-300,000.00	CHF	-279,308.29	EUR	  0.87840		 0.93103	ZU	           0.00	      15,788.05	      15,788.05
			8800	S	195500		1200011933	  2	      19,439.49	CHF	      18,124.27	EUR	  0.87840		 0.93234	ZU	           0.00	-1,048.61	-1,048.61
			8800	S	195500		1200011938	  1	-93,181.77	CHF	-86,988.55	EUR	  0.87840		 0.93354	ZU	           0.00	       5,137.61	       5,137.61
			8800	S	195500		1200011962	  2	      96,083.38	CHF	      89,697.30	EUR	  0.87840		 0.93354	ZU	           0.00	-5,297.58	-5,297.58
			8800	S	195500		1200012003	  2	         425.00	CHF	         396.09	EUR	  0.87840		 0.93198	ZU	           0.00	-22.77	-22.77
			8800	S	195500		1200012031	  2	      31,414.00	CHF	      29,227.48	EUR	  0.87840		 0.93040	ZU	           0.00	-1,633.40	-1,633.40
			8800	S	195500		1200012067	  2	      38,683.69	CHF	      36,214.64	EUR	  0.87840		 0.93617	ZU	           0.00	-2,234.86	-2,234.86
			8800	S	195500		1200012170	  1	-1,789.45	CHF	-1,670.48	EUR	  0.87840		 0.93352	ZU	           0.00	          98.63	          98.63
			8800	S	195500		1200012206	  2	   2,162,629.56	CHF	   2,017,526.56	EUR	  0.87840		 0.93290	ZU	           0.00	-117,871.02	-117,871.02
			8800	S	195500		1200012242	  1	-1,188.00	CHF	-1,106.25	EUR	  0.87840		 0.93119	ZU	           0.00	          62.71	          62.71
			8800	S	195500		1200012309	  2	-0.01	CHF	-0.01	EUR	  0.87840		 1.00000	ZU	           0.00	           0.00	           0.00
			8800	S	195500		1200012310	  2	-30.05	CHF	-28.06	EUR	  0.87840		 0.93378	ZU	           0.00	           1.66	           1.66
			8800	S	195500		1200012358	  2	           0.01	CHF	           0.01	EUR	  0.87840		 1.00000	ZU	           0.00	           0.00	           0.00
			8800	S	195500		1200012359	  2	          30.05	CHF	          28.06	EUR	  0.87840		 0.93378	ZU	           0.00	-1.66	-1.66
			8800	S	195500		1200012432	  1	-0.01	CHF	-0.01	EUR	  0.87840		 1.00000	ZU	           0.00	           0.00	           0.00
			8800	S	195500		1200012433	  2	          29.96	CHF	          28.07	EUR	  0.87840		 0.93692	ZU	           0.00	-1.75	-1.75
			8800	S	195500		1200012472	  1	-200,000.00	CHF	-187,113.40	EUR	  0.87840		 0.93557	ZU	           0.00	      11,433.24	      11,433.24
			8800	S	195500		1200012486	  2	     197,527.65	CHF	     184,532.93	EUR	  0.87840		 0.93421	ZU	           0.00	-11,024.48	-11,024.48
			8800	S	195500		1200012513	  1	-67.29	CHF	-63.14	EUR	  0.87840		 0.93833	ZU	           0.00	           4.03	           4.03
			8800	S	195500		1200012601	  2	       2,773.93	CHF	       2,604.00	EUR	  0.87840		 0.93874	ZU	           0.00	-167.38	-167.38
			8800	S	195500		1200012620	  2	     110,177.42	CHF	     103,322.81	EUR	  0.87840		 0.93779	ZU	           0.00	-6,542.88	-6,542.88
			8800	S	195500		1200012662	  1	-66,782.39	CHF	-62,581.24	EUR	  0.87840		 0.93709	ZU	           0.00	       3,919.53	       3,919.53
			8800	S	195500		1200012710	  2	      31,840.25	CHF	      29,894.33	EUR	  0.87840		 0.93888	ZU	           0.00	-1,925.83	-1,925.83
			8800	S	195500		1200012721	  1	-1,975.60	CHF	-1,856.39	EUR	  0.87840		 0.93966	ZU	           0.00	         121.02	         121.02
			8800	S	195500		1200012735	  1	-2,606.90	CHF	-2,440.92	EUR	  0.87840		 0.93633	ZU	           0.00	         151.02	         151.02
			8800	S	195500		1200012804	  4	      65,000.00	CHF	      61,089.55	EUR	  0.87840		 0.93984	ZU	           0.00	-3,993.50	-3,993.50
			8800	S	195500		1200012821	  2	          29.72	CHF	          27.93	EUR	  0.87840		 0.93977	ZU	           0.00	-1.82	-1.82
			8800	S	195500		1200012824	  2	     645,758.87	CHF	     606,844.54	EUR	  0.87840		 0.93974	ZU	           0.00	-39,609.43	-39,609.43
			8800	S	195500		1200012868	  2	           2.95	CHF	           2.77	EUR	  0.87840		 0.93898	ZU	           0.00	-0.18	-0.18
			8800	S	195500		1200012869	  1	-13,298.75	CHF	-12,498.69	EUR	  0.87840		 0.93984	ZU	           0.00	         817.06	         817.06
			8800	S	195500		1200012899	  1	-47,988,000.00	CHF	-44,830,550.09	EUR	  0.87840		 0.93420	ZU	           0.00	   2,677,852.34	   2,677,852.34
			8800	S	195500		1200012980	  2	   1,381,398.53	CHF	   1,280,355.58	EUR	  0.87840		 0.92685	ZU	           0.00	-66,934.00	-66,934.00
			8800	S	195500		1200013000	  4	      36,000.00	CHF	      33,572.25	EUR	  0.87840		 0.93256	ZU	           0.00	-1,949.82	-1,949.82
			8800	S	195500		1200013038	  1	-79,185.10	CHF	-73,845.06	EUR	  0.87840		 0.93256	ZU	           0.00	       4,288.80	       4,288.80
			8800	S	195500		1200013086	  2	   1,731,289.92	CHF	   1,613,009.53	EUR	  0.87840		 0.93168	ZU	           0.00	-92,243.07	-92,243.07
			8800	S	195500		1200013099	  1	-293,473.85	CHF	-274,323.94	EUR	  0.87840		 0.93475	ZU	           0.00	      16,536.27	      16,536.27
			8800	S	195500		1200013117	  2	       1,684.46	CHF	       1,574.54	EUR	  0.87840		 0.93474	ZU	           0.00	-94.91	-94.91
			8800	S	195500		1200013133	  2	      74,295.95	CHF	      69,364.34	EUR	  0.87840		 0.93362	ZU	           0.00	-4,102.72	-4,102.72
			8800	S	195500		1200013160	  2	      63,546.90	CHF	      59,364.40	EUR	  0.87840		 0.93418	ZU	           0.00	-3,544.75	-3,544.75
			8800	S	195500		1200013175	  2	     162,368.41	CHF	     151,748.25	EUR	  0.87840		 0.93459	ZU	           0.00	-9,123.71	-9,123.71
			8800	S	195500		1200013195	  2	       3,562.89	CHF	       3,323.48	EUR	  0.87840		 0.93280	ZU	           0.00	-193.83	-193.83
			8800	S	195500		1200013291	  2	          42.92	CHF	          40.15	EUR	  0.87840		 0.93546	ZU	           0.00	-2.45	-2.45
			8800	S	195500		1200013370	  2	   1,481,357.64	CHF	   1,384,896.46	EUR	  0.87840		 0.93488	ZU	           0.00	-83,670.72	-83,670.72
			8800	S	195500		1200013381	  1	-1,688.00	CHF	-1,579.01	EUR	  0.87840		 0.93543	ZU	           0.00	          96.27	          96.27
			8800	S	195500		1200013448	  2	     540,687.00	CHF	     506,021.36	EUR	  0.87840		 0.93589	ZU	           0.00	-31,081.46	-31,081.46
			8800	S	195500		1200013481	  4	      83,618.45	CHF	      78,195.48	EUR	  0.87840		 0.93515	ZU	           0.00	-4,744.97	-4,744.97
			8800	S	195500		1200013512	  1	-38,989.00	CHF	-36,407.08	EUR	  0.87840		 0.93378	ZU	           0.00	       2,159.11	       2,159.11
			8800	S	195500		1200013531	  2	         425.00	CHF	         397.90	EUR	  0.87840		 0.93624	ZU	           0.00	-24.58	-24.58
			8800	S	195500		1200013544	  2	     130,136.82	CHF	     120,418.01	EUR	  0.87840		 0.92532	ZU	           0.00	-6,105.72	-6,105.72
			8800	S	195500		1200013573	  4	      62,968.00	CHF	      58,137.68	EUR	  0.87840		 0.92329	ZU	           0.00	-2,826.54	-2,826.54
			8800	S	195500		1200013588	  2	       5,814.10	CHF	       5,368.10	EUR	  0.87840		 0.92329	ZU	           0.00	-260.99	-260.99
			8800	S	195500		1200013694	  2	          25.93	CHF	          23.89	EUR	  0.87840		 0.92133	ZU	           0.00	-1.11	-1.11
			8800	S	195500		1200013695	  2	           0.01	CHF	           0.01	EUR	  0.87840		 1.00000	ZU	           0.00	           0.00	           0.00
			8800	S	195500		1200013772	  2	      28,993.87	CHF	      26,738.86	EUR	  0.87840		 0.92222	ZU	           0.00	-1,270.62	-1,270.62
			8800	S	195500		1200013835	  2	     906,810.11	CHF	     828,769.59	EUR	  0.87840		 0.91394	ZU	           0.00	-32,226.86	-32,226.86
			8800	S	195500		1200013885	  1	-73,540.67	CHF	-67,297.04	EUR	  0.87840		 0.91510	ZU	           0.00	       2,698.86	       2,698.86
			8800	S	195500		1200013893	  2	   1,518,084.99	CHF	   1,389,199.01	EUR	  0.87840		 0.91510	ZU	           0.00	-55,711.94	-55,711.94
			8800	S	195500		1200013942	  2	       5,598.50	CHF	       5,122.06	EUR	  0.87840		 0.91490	ZU	           0.00	-204.33	-204.33
			8800	S	195500		1200013961	  2	     252,157.09	CHF	     231,197.91	EUR	  0.87840		 0.91688	ZU	           0.00	-9,702.92	-9,702.92
			8800	S	195500		1200013981	  4	      82,277.15	CHF	      75,318.28	EUR	  0.87840		 0.91542	ZU	           0.00	-3,045.97	-3,045.97
			8800	S	195500		1200014132	  2	          29.51	CHF	          27.13	EUR	  0.87840		 0.91935	ZU	           0.00	-1.21	-1.21
			8800	S	195500		1200014133	  1	-0.01	CHF	-0.01	EUR	  0.87840		 1.00000	ZU	           0.00	           0.00	           0.00
			8800	S	195500		1200014198	  2	       2,787.77	CHF	       2,566.01	EUR	  0.87840		 0.92045	ZU	           0.00	-117.23	-117.23
			8800	S	195500		1200014225	  2	      53,588.21	CHF	      49,396.46	EUR	  0.87840		 0.92178	ZU	           0.00	-2,324.53	-2,324.53
			8800	S	195500		1200014231	  2	          71.10	CHF	          65.47	EUR	  0.87840		 0.92082	ZU	           0.00	-3.02	-3.02
			8800	S	195500		1200014254	  2	   1,125,231.42	CHF	   1,036,502.87	EUR	  0.87840		 0.92115	ZU	           0.00	-48,098.69	-48,098.69
			8800	S	195500		1200014306	  4	      36,245.10	CHF	      33,236.54	EUR	  0.87840		 0.91699	ZU	           0.00	-1,398.82	-1,398.82
			8800	S	195500		1200014357	  2	     482,674.80	CHF	     442,674.95	EUR	  0.87840		 0.91713	ZU	           0.00	-18,693.02	-18,693.02
			8800	S	195500		1200014371	  1	-17.00	CHF	-15.63	EUR	  0.87840		 0.91941	ZU	           0.00	           0.70	           0.70
			8800	S	195500		1200014388	  1	-325,209.72	CHF	-299,532.19	EUR	  0.87840		 0.92104	ZU	           0.00	      13,867.71	      13,867.71
			8800	S	195500		1200014430	  2	      64,871.40	CHF	      59,822.77	EUR	  0.87840		 0.92217	ZU	           0.00	-2,839.68	-2,839.68
			8800	S	195500		1200014448	  2	      89,578.72	CHF	      82,551.94	EUR	  0.87840		 0.92156	ZU	           0.00	-3,865.92	-3,865.92
			8800	S	195500		1200014513	  2	      28,870.01	CHF	      26,408.59	EUR	  0.87840		 0.91474	ZU	           0.00	-1,049.15	-1,049.15
			8800	S	195500		1200014589	  2	          33.69	CHF	          30.77	EUR	  0.87840		 0.91333	ZU	           0.00	-1.18	-1.18
			8800	S	195500		1200014630	  2	       9,066.71	CHF	       8,274.83	EUR	  0.87840		 0.91266	ZU	           0.00	-310.62	-310.62
			8800	S	195500		1200014727	  2	   2,372,549.72	CHF	   2,154,548.26	EUR	  0.87840		 0.90812	ZU	           0.00	-70,498.68	-70,498.68
			8800	S	195500		1200014804	  1	-13,061.23	CHF	-11,874.41	EUR	  0.87840		 0.90913	ZU	           0.00	         401.42	         401.42
			8800	S	195500		1200014843	  2	      28,269.80	CHF	      25,634.73	EUR	  0.87840		 0.90679	ZU	           0.00	-802.51	-802.51
			8800	S	195500		1200014888	  4	     141,148.49	CHF	     126,663.98	EUR	  0.87840		 0.89738	ZU	           0.00	-2,679.03	-2,679.03
			8800	S	195500		1200014903	  2	      14,974.87	CHF	      13,438.16	EUR	  0.87840		 0.89738	ZU	           0.00	-284.22	-284.22
			8800	S	195500		1200014997	  2	     442,839.83	CHF	     404,507.82	EUR	  0.87840		 0.91344	ZU	           0.00	-15,516.96	-15,516.96
			8800	S	195500		1200008652	  2	-2,822,636.09	USD	-2,532,186.84	EUR	  0.85100		 0.89710	ZU	           0.00	     130,127.35	     130,127.35
			8800	S	195500		1200011817	  2	   2,822,636.09	USD	   2,532,186.84	EUR	  0.85100		 0.89710	ZU	           0.00	-130,127.35	-130,127.35
			8800	S	195500		1200012132	  2	-2,822,636.09	USD	-2,695,052.94	EUR	  0.85100		 0.95480	ZU	           0.00	     292,993.45	     292,993.45
			8800	S	195500		1200012146	  2	   2,822,636.09	USD	   2,695,052.94	EUR	  0.85100		 0.95480	ZU	           0.00	-292,993.45	-292,993.45
			8800	S	195500		1200014117	  4	-2,822,636.09	USD	-2,532,045.70	EUR	  0.85100		 0.89705	ZU	           0.00	     129,986.21	     129,986.21
			8800	S	195500		100000859	  2	  1,014,278,289	JPY	   7,525,099.18	EUR	  0.00769		 0.00742	SA	           0.00	     277,771.86	     277,771.86
			8800	S	195500		100009448	  2	-464.93	USD	-432.47	EUR	  0.85100		 0.93018	SA	           0.00	          36.82	          36.82
			8800	S	195500		100009448	  1	         464.93	USD	         432.47	EUR	  0.85100		 0.93018	SA	           0.00	-36.82	-36.82
			8800	S	195500		1200010226	  1	-68.50	USD	-61.05	EUR	  0.85100		 0.89124	ZU	           0.00	           2.76	           2.76
			8800	S	195500		1200010799	  1	-99.68	USD	-90.90	EUR	  0.85100		 0.91192	ZU	           0.00	           6.07	           6.07
			8800	S	195500		1200011797	  1	-296.75	USD	-280.52	EUR	  0.85100		 0.94531	ZU	           0.00	          27.99	          27.99
			8800	S	195500		1200012109	  1	-784.03	USD	-747.89	EUR	  0.85100		 0.95390	ZU	           0.00	          80.68	          80.68
			8800	S	195500		1200012752	  1	-808.41	USD	-749.03	EUR	  0.85100		 0.92655	ZU	           0.00	          61.07	          61.07
			8800	S	195500		1200013238	  1	-736.20	USD	-693.43	EUR	  0.85100		 0.94190	ZU	           0.00	          66.92	          66.92
			8800	S	195500		1200013636	  1	-1,401.25	USD	-1,309.12	EUR	  0.85100		 0.93425	ZU	           0.00	         116.66	         116.66
			8800	S	195500		1200014053	  1	-1,386.32	USD	-1,272.23	EUR	  0.85100		 0.91770	ZU	           0.00	          92.47	          92.47
			8800	S	195500		1200014536	  1	-1,584.03	USD	-1,409.63	EUR	  0.85100		 0.88990	ZU	           0.00	          61.62	          61.62
			8800	S	195500		1200014971	  1	-2,044.54	USD	-1,788.87	EUR	  0.85100		 0.87495	ZU	           0.00	          48.97	          48.97
	*				195500				           0.00	AUD	  57,016,875.86	EUR					           0.00	-1,071,515.01	-1,071,515.01
									   4,735,504.02	CAD
									-18,678,128.77	CHF
									  1,014,278,289	JPY
									  72,042,793.77	USD
		0L	8800	S	280210	280210			           0.00	USD	     756,000.02	EUR					           0.00	-756,000.02	-756,000.02
	*				280210				           0.00	USD	     756,000.02	EUR					           0.00	-756,000.02	-756,000.02
		0L	8800	S	280320	280320			           0.00	USD	           0.00	EUR					           0.00	           0.00	           0.00
	*				280320				           0.00	USD	           0.00	EUR					           0.00	           0.00	           0.00
			8800	S	283100		100011339	  1	     178,001.26	USD	     163,622.77	EUR	  0.85100		 0.91922	SA	           0.00	-12,143.94	-12,143.94
			8800	S	283100		9500000933	  1	     245,631.93	USD	     103,230.40	EUR	  0.85100		 0.42026	ZW	           0.00	     105,802.04	     105,802.04
			8800	S	283100		9500000934	  1	-956,680.52	USD	-687,354.65	EUR	  0.85100		 0.71848	ZW	           0.00	-126,779.18	-126,779.18
	*				283100				-533,047.33	USD	-420,501.48	EUR					           0.00	-33,121.08	-33,121.08
		0L	8800	S	283109	283109			           0.00	USD	           0.00	EUR					           0.00	           0.00	           0.00
	*				283109				           0.00	USD	           0.00	EUR					           0.00	           0.00	           0.00
		0L	8800	S	295000	295000			-246,110,158.04	USD	-228,385,636.02	EUR	  0.85100				           0.00	  18,946,224.54	  18,946,224.54
	*				295000				-246,110,158.04	USD	-228,385,636.02	EUR					           0.00	  18,946,224.54	  18,946,224.54
			8800	K	300000	10038428	5300002795	  1	-1,280.00	AUD	-874.40	EUR	  0.67968		 0.68313	XE	           0.00	           4.40	           4.40
			8800	K	300000	10092517	5300002761	  1	-5,000.00	AUD	-3,393.98	EUR	  0.67968		 0.67880	XE	           0.00	-4.44	-4.44
			8800	K	300000	10126411	5300002759	  1	-2,780.00	USD	-2,389.55	EUR	  0.85100		 0.85955	XE	           0.00	          23.77	          23.77
			8800	K	300000	10201012	5300002679	  1	-21,633.55	USD	-19,340.36	EUR	  0.85100		 0.89400	XE	           0.00	         930.24	         930.24
			8800	K	300000	10201012	5300002680	  1	      19,913.28	USD	      17,802.44	EUR	  0.85100		 0.89400	XE	           0.00	-856.27	-856.27
			8800	K	300000	10201012	5300002769	  1	     402,644.26	USD	     345,970.79	EUR	  0.85100		 0.85925	XE	           0.00	-3,321.07	-3,321.07
			8800	K	300000	11030752	5400000076	  1	       2,144.00	USD	       1,914.70	EUR	  0.85100		 0.89305	XG	           0.00	-90.16	-90.16
	*				300000				-6,280.00	AUD	     339,689.64	EUR					           0.00	-3,313.53	-3,313.53
									     400,287.99	USD
			8800	K	300100	9040	5900000628	  1	-16,423.10	AUD	-11,191.02	EUR	  0.67968		 0.68142	Y2	           0.00	          28.50	          28.50
			8800	K	300100	9050	5900000605	  1	       2,054.02	USD	       1,840.72	EUR	  0.85100		 0.89615	Y2	           0.00	-92.75	-92.75
			8800	K	300100	9055	5900000631	  1	-24,972.54	USD	-21,410.30	EUR	  0.85100		 0.85735	Y2	           0.00	         158.70	         158.70
			8800	K	300100	9055	5900000632	  1	-57,861.67	USD	-49,607.91	EUR	  0.85100		 0.85735	Y2	           0.00	         367.71	         367.71
			8800	K	300100	9055	5900000633	  1	-9,996.40	USD	-8,570.45	EUR	  0.85100		 0.85735	Y2	           0.00	          63.53	          63.53
			8800	K	300100	9055	5900000634	  1	         486.55	USD	         417.15	EUR	  0.85100		 0.85736	Y2	           0.00	-3.10	-3.10
			8800	K	300100	9055	5900000635	  1	-542.72	USD	-465.30	EUR	  0.85100		 0.85735	Y2	           0.00	           3.45	           3.45
			8800	K	300100	9055	5900000636	  1	-1,851.01	USD	-1,586.97	EUR	  0.85100		 0.85735	Y2	           0.00	          11.76	          11.76
			8800	K	300100	9055	5900000637	  1	-20,801.79	USD	-17,834.49	EUR	  0.85100		 0.85735	Y2	           0.00	         132.19	         132.19
			8800	K	300100	9055	5900000638	  1	-27,750.11	USD	-23,791.65	EUR	  0.85100		 0.85735	Y2	           0.00	         176.34	         176.34
			8800	K	300100	9055	5900000639	  1	-27,728.26	USD	-23,772.92	EUR	  0.85100		 0.85735	Y2	           0.00	         176.21	         176.21
			8800	K	300100	9055	5900000640	  1	         533.62	USD	         457.50	EUR	  0.85100		 0.85735	Y2	           0.00	-3.39	-3.39
			8800	K	300100	9241	5900000644	  1	-9,455,721.24	USD	-8,106,895.90	EUR	  0.85100		 0.85735	Y2	           0.00	      60,089.92	      60,089.92
			8800	K	300100	9300	5900000629	  1	-376.36	GBP	-421.24	EUR	  1.11804		 1.11925	Y2	           0.00	           0.45	           0.45
			8800	K	300100	9300	5900000645	  1	-4,317.46	GBP	-4,837.42	EUR	  1.11804		 1.12043	Y2	           0.00	          10.32	          10.32
			8800	K	300100	9300	5900000646	  1	-8,237.63	GBP	-9,229.71	EUR	  1.11804		 1.12043	Y2	           0.00	          19.69	          19.69
			8800	K	300100	9610	5900000630	  1	-14,309.92	USD	-12,268.66	EUR	  0.85100		 0.85735	Y2	           0.00	          90.94	          90.94
			8800	K	300100	270092	5900000642	  1	-401,982.78	USD	-344,641.35	EUR	  0.85100		 0.85735	Y2	           0.00	       2,554.55	       2,554.55
			8800	K	300100	270092	5900000643	  1	-49,008.82	USD	-42,017.88	EUR	  0.85100		 0.85735	Y2	           0.00	         311.44	         311.44
	*				300100				-16,423.10	AUD	-8,675,827.80	EUR					           0.00	      64,096.46	      64,096.46
									-12,931.45	GBP
									-10,089,453.07	USD
			8800	S	300115		100004069	 24	-31,465.03	USD	-28,702.42	EUR	  0.85100		 0.91220	SA	           0.00	       1,925.72	       1,925.72
			8800	S	300115		100003968	  2	-17,819.60	USD	-15,716.84	EUR	  0.85100		 0.88200	SA	           0.00	         552.38	         552.38
			8800	S	300115		100003969	  2	-20,594.75	USD	-18,164.52	EUR	  0.85100		 0.88200	SA	           0.00	         638.42	         638.42
			8800	S	300115		100004064	  2	-100,258.66	USD	-91,876.74	EUR	  0.85100		 0.91640	SA	           0.00	       6,556.76	       6,556.76
			8800	S	300115		100004067	  2	-21,001.70	USD	-19,206.12	EUR	  0.85100		 0.91450	SA	           0.00	       1,333.70	       1,333.70
			8800	S	300115		100004068	  2	-4,321.66	USD	-3,818.19	EUR	  0.85100		 0.88350	SA	           0.00	         140.46	         140.46
			8800	S	300115		100008433	  2	       8,300.61	USD	       7,455.59	EUR	  0.85100		 0.89820	SA	           0.00	-391.78	-391.78
			8800	S	300115		100008845	  1	-12,079.17	USD	-10,726.27	EUR	  0.85100		 0.88800	SA	           0.00	         446.91	         446.91
	*				300115				-199,239.96	USD	-180,755.51	EUR					           0.00	      11,202.57	      11,202.57
		0L	8800	S	300800	300800			           0.00	USD	           0.00	EUR					           0.00	           0.00	           0.00
	*				300800				           0.00	USD	           0.00	EUR					           0.00	           0.00	           0.00
			8800	S	310000		1200014966	  1	           0.01	GBP	           0.01	EUR	  1.11804		 1.00000	ZU	           0.00	           0.00	           0.00
			8800	S	310000		1200014988	  1	-0.01	GBP	-0.01	EUR	  1.11804		 1.00000	ZU	           0.00	           0.00	           0.00
			8800	S	310000		1200014548	  1	     401,305.21	USD	     351,121.99	EUR	  0.85100		 0.87495	ZU	           0.00	-9,611.80	-9,611.80
			8800	S	310000		1200014961	  1	-401,305.21	USD	-351,121.99	EUR	  0.85100		 0.87495	ZU	           0.00	       9,611.80	       9,611.80
			8800	S	310000		1200014983	  1	     425,711.81	USD	     362,280.75	EUR	  0.85100		 0.85100	ZU	           0.00	-0.58	-0.58
			8800	S	310000		1200014550	  1	-596,677.03	USD	-522,062.57	EUR	  0.85100		 0.87495	ZU	           0.00	      14,291.22	      14,291.22
			8800	S	310000		1200014963	  1	     596,677.03	USD	     522,062.57	EUR	  0.85100		 0.87495	ZU	           0.00	-14,291.22	-14,291.22
			8800	S	310000		1200014985	  1	-606,688.68	USD	-516,292.07	EUR	  0.85100		 0.85100	ZU	           0.00	           0.82	           0.82
			8800	S	310000		1200014549	  1	-100,566.12	USD	-87,990.33	EUR	  0.85100		 0.87495	ZU	           0.00	       2,408.70	       2,408.70
			8800	S	310000		1200014962	  1	     100,566.12	USD	      87,990.33	EUR	  0.85100		 0.87495	ZU	           0.00	-2,408.70	-2,408.70
			8800	S	310000		1200014984	  1	-106,021.29	USD	-90,224.12	EUR	  0.85100		 0.85100	ZU	           0.00	           0.15	           0.15
			8800	S	310000		1200014557	  1	-370,262.92	USD	-323,961.54	EUR	  0.85100		 0.87495	ZU	           0.00	       8,868.30	       8,868.30
			8800	S	310000		1200014970	  1	     370,262.92	USD	     323,961.54	EUR	  0.85100		 0.87495	ZU	           0.00	-8,868.30	-8,868.30
			8800	S	310000		1200014992	  1	-386,159.45	USD	-328,621.69	EUR	  0.85100		 0.85100	ZU	           0.00	           0.52	           0.52
			8800	S	310000		1200014546	  1	-2,044.54	USD	-1,788.87	EUR	  0.85100		 0.87495	ZU	           0.00	          48.97	          48.97
			8800	S	310000		1200014959	  1	       2,044.54	USD	       1,788.87	EUR	  0.85100		 0.87495	ZU	           0.00	-48.97	-48.97
			8800	S	310000		1200014981	  1	-2,136.62	USD	-1,818.26	EUR	  0.85100		 0.85100	ZU	           0.00	           0.00	           0.00
	*				310000				           0.00	GBP	-574,675.39	EUR					           0.00	           0.91	           0.91
									-675,294.23	USD
		0L	8800	S	332010	332010			           0.00	USD	           0.00	EUR					           0.00	           0.00	           0.00
	*				332010				           0.00	USD	           0.00	EUR					           0.00	           0.00	           0.00
		0L	8800	S	337000	337000			-44,744,771.94	USD	-38,761,176.32	EUR	  0.85100				           0.00	     683,435.94	     683,435.94
	*				337000				-44,744,771.94	USD	-38,761,176.32	EUR					           0.00	     683,435.94	     683,435.94
			8800	S	344020		1200014796	  1	-13,061.23	CHF	-11,874.41	EUR	  0.87840		 0.90913	ZU	           0.00	         401.42	         401.42
			8800	S	344020		1200014796	  2	      13,061.23	CHF	      11,874.41	EUR	  0.87840		 0.90913	ZU	           0.00	-401.42	-401.42
			8800	S	344020		1200014804	  2	      13,061.23	CHF	      11,874.41	EUR	  0.87840		 0.90913	ZU	           0.00	-401.42	-401.42
			8800	S	344020		1200014804	  3	-13,061.23	CHF	-11,874.41	EUR	  0.87840		 0.90913	ZU	           0.00	         401.42	         401.42
			8800	S	344020		1200014815	  1	-13,061.23	CHF	-11,874.41	EUR	  0.87840		 0.90913	ZU	           0.00	         401.42	         401.42
			8800	S	344020		1200014887	  1	-141,148.49	CHF	-126,663.98	EUR	  0.87840		 0.89738	ZU	           0.00	       2,679.03	       2,679.03
			8800	S	344020		1200014887	  2	     141,148.49	CHF	     126,663.98	EUR	  0.87840		 0.89738	ZU	           0.00	-2,679.03	-2,679.03
			8800	S	344020		1200014888	  2	     141,148.49	CHF	     126,663.98	EUR	  0.87840		 0.89738	ZU	           0.00	-2,679.03	-2,679.03
			8800	S	344020		1200014888	  3	-141,148.49	CHF	-126,663.98	EUR	  0.87840		 0.89738	ZU	           0.00	       2,679.03	       2,679.03
			8800	S	344020		1200014913	  1	     141,148.49	CHF	     126,663.98	EUR	  0.87840		 0.89738	ZU	           0.00	-2,679.03	-2,679.03
			8800	S	344020		1200014716	  2	      12,166.18	USD	      10,653.32	EUR	  0.85100		 0.87565	ZU	           0.00	-299.92	-299.92
			8800	S	344020		1200014716	  3	-12,166.18	USD	-10,653.32	EUR	  0.85100		 0.87565	ZU	           0.00	         299.92	         299.92
			8800	S	344020		1200014719	  1	-12,166.18	USD	-10,653.32	EUR	  0.85100		 0.87565	ZU	           0.00	         299.92	         299.92
			8800	S	344020		1200014719	  2	      12,166.18	USD	      10,653.32	EUR	  0.85100		 0.87565	ZU	           0.00	-299.92	-299.92
			8800	S	344020		1200014741	  1	      12,166.18	USD	      10,653.32	EUR	  0.85100		 0.87565	ZU	           0.00	-299.92	-299.92
			8800	S	344020		1200014798	  1	-4,672,705.20	USD	-4,055,674.48	EUR	  0.85100		 0.86795	ZU	           0.00	      79,208.68	      79,208.68
			8800	S	344020		1200014798	  2	   4,672,705.20	USD	   4,055,674.48	EUR	  0.85100		 0.86795	ZU	           0.00	-79,208.68	-79,208.68
			8800	S	344020		1200014801	  2	   4,672,705.20	USD	   4,055,674.48	EUR	  0.85100		 0.86795	ZU	           0.00	-79,208.68	-79,208.68
			8800	S	344020		1200014801	  3	-4,672,705.20	USD	-4,055,674.48	EUR	  0.85100		 0.86795	ZU	           0.00	      79,208.68	      79,208.68
			8800	S	344020		1200014819	  1	   4,672,705.20	USD	   4,055,674.48	EUR	  0.85100		 0.86795	ZU	           0.00	-79,208.68	-79,208.68
